clinic_name,site,phone,full_address,city,zip,state,clinic_type,species_treated,species_tag,latitude,longitude,rating,reviews,reviews_link,photo,photo_final,working_hours,working_hours_csv_compatible,working_hours_old_format,other_hours,about,place_id,google_id,slug,listing_tier,lead_email,emergency_status,emergency_auto_tag
True Veterinary Care,http://www.truevetcare.com/,+1 608-497-1608,"901 Kimball Ln #1500, Verona, WI 53593",Verona,53593,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.978821,-89.5149844,5,218,"https://search.google.com/local/reviews?placeid=ChIJq5mPXP-wB4gRxDQTVmabSdc&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipO7ltxpgkUvrNGeucMY7OsCmH4TnDNxWdqo9UEL=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipO7ltxpgkUvrNGeucMY7OsCmH4TnDNxWdqo9UEL=w800-h500-k-no,"{""Friday"":""8:30AM-5PM"",""Monday"":""8:30AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8:30AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8:30AM-5PM"",""Wednesday"":""8:30AM-5PM""}","Sunday,|Monday,8:30AM,5PM|Tuesday,8:30AM,5PM|Wednesday,8:30AM,5PM|Thursday,8:30AM,5PM|Friday,8:30AM,5PM|Saturday,",Monday:8:30AM-5PM|Tuesday:8:30AM-5PM|Wednesday:8:30AM-5PM|Thursday:8:30AM-5PM|Friday:8:30AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJq5mPXP-wB4gRxDQTVmabSdc,0x8807b0ff5c8f99ab:0xd7499b66561334c4,true-veterinary-care,,,General Practice,
Truesdell Animal Care Hospital & Clinic,http://www.trueanimalcare.com/,+1 608-244-2555,"4214 Milwaukee St, Madison, WI 53714",Madison,53714,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.098945,-89.3117604,4.8,535,"https://search.google.com/local/reviews?placeid=ChIJHSIbP7JWBogRtNO30zlx7og&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipPE0VTsrwHZdd_hwycL_Azq9UxiKoJU7SkqLwkT=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPE0VTsrwHZdd_hwycL_Azq9UxiKoJU7SkqLwkT=w800-h500-k-no,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-8PM"",""Saturday"":""8AM-12PM"",""Thursday"":""7:30AM-8PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,8PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,8PM|Friday,7:30AM,5:30PM|Saturday,8AM,12PM",Monday:7:30AM-6PM|Tuesday:7:30AM-8PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-8PM|Friday:7:30AM-5:30PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",ChIJHSIbP7JWBogRtNO30zlx7og,0x880656b23f1b221d:0x88ee7139d3b7d3b4,truesdell-animal-care-hospital-clinic,,,General Practice,
Underdog Veterinary Services,http://underdogpetrescue.org/vet-clinic,+1 608-268-7060,"2508 S Stoughton Rd, Madison, WI 53716",Madison,53716,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.061695,-89.3106481,4.5,79,"https://search.google.com/local/reviews?placeid=ChIJ0fn9PvVTBogRuINrOeylwEQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipN7Szw3o-HxX1MUUAn8kH5jfQlv9nnhAR0Qmtik=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN7Szw3o-HxX1MUUAn8kH5jfQlv9nnhAR0Qmtik=w800-h500-k-no,"{""Friday"":""7:45AM-5PM"",""Monday"":""7:45AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""7:45AM-6:30PM"",""Saturday"":""Closed"",""Thursday"":""7:45AM-6:30PM"",""Wednesday"":""7:45AM-5PM""}","Sunday,|Monday,7:45AM,5PM|Tuesday,7:45AM,6:30PM|Wednesday,7:45AM,5PM|Thursday,7:45AM,6:30PM|Friday,7:45AM,5PM|Saturday,",Monday:7:45AM-5PM|Tuesday:7:45AM-6:30PM|Wednesday:7:45AM-5PM|Thursday:7:45AM-6:30PM|Friday:7:45AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ0fn9PvVTBogRuINrOeylwEQ,0x880653f53efdf9d1:0x44c0a5ec396b83b8,underdog-veterinary-services,,,General Practice,
UW Veterinary Care,https://uwveterinarycare.wisc.edu/,+1 608-263-7600,"2015 Linden Dr, Madison, WI 53706",Madison,53706,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.075278,-89.4211111,4.6,1080,"https://search.google.com/local/reviews?placeid=ChIJ9clkQeusB4gRiLIifaxAJTU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8ApiFr9q7IkbQafUrQnsCIKdcrcRsuDbahWejzO4MBmPyXE0ENiH_TnnOOBHXmewa-FMp2VwduW80G4Wlio5T1pHpgBCTRwyiFEkyxCi1vk4vDJNtc6sOvo-9D5R6ygZBN-k=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Sunday,Open 24 hours|Monday,Open 24 hours|Tuesday,Open 24 hours|Wednesday,Open 24 hours|Thursday,Open 24 hours|Friday,Open 24 hours|Saturday,Open 24 hours",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ9clkQeusB4gRiLIifaxAJTU,0x8807aceb4164c9f5:0x352540ac7d22b288,uw-veterinary-care,,,24/7 Emergency,
VCA Veterinary Emergency Service & Veterinary Specialty Center East Madison,https://vcahospitals.com/veterinary-specialty-center-madison?utm_source=maps,+1 608-222-2455,"4902 E Broadway, Madison, WI 53716",Madison,53716,Wisconsin,Emergency/Urgent Care,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.048437,-89.2982038,3.5,299,"https://search.google.com/local/reviews?placeid=ChIJtQ56iaRRBogREZ_i-268Pfc&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrbmuNrvTHDJlsKQuzSSMvacn1Ca5mBjx0LSB1J2eMaS-Pull4Gv3xTxCKQS3AHaXwLkgysZjLtnT509aWwSiXbYmh8c7APQFk1PAYiJwrG_GzWCS2nRQqd0Jw9wTDe8ekW-oRskQ=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""12AM-4PM"",""Monday"":""8AM-12AM"",""Sunday"":""7AM-4PM"",""Tuesday"":""Open 24 hours"",""Saturday"":""7AM-4PM"",""Thursday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Sunday,7AM,4PM|Monday,8AM,12AM|Tuesday,Open 24 hours|Wednesday,Open 24 hours|Thursday,Open 24 hours|Friday,12AM,4PM|Saturday,7AM,4PM",Monday:8AM-12AM|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:12AM-4PM|Saturday:7AM-4PM|Sunday:7AM-4PM,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",ChIJtQ56iaRRBogREZ_i-268Pfc,0x880651a4897a0eb5:0xf73dbc6efbe29f11,vca-veterinary-emergency-service-veterinary-specialty-center-east,,,24/7 Emergency,
VCA Veterinary Emergency Service & Veterinary Specialty Center Middleton,https://vcahospitals.com/veterinary-specialty-center-middleton?utm_source=maps,+1 608-831-1101,"1612 N High Point Rd, Middleton, WI 53562",Middleton,53562,Wisconsin,Emergency/Urgent Care,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.091782,-89.5193552,3.9,348,"https://search.google.com/local/reviews?placeid=ChIJz1d4LiyvB4gRwIMYtR3Zyn4&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nou9wDJiUNFKDGo_bvyq1GZcC9Vl_s_LNRCqWTKa7RfXOTVX5apVLcxFEybpX0iZAdPpms0LIZeRU85qtZ9wwy5_r6uP92t7tMNH5lqylFi8KB3b9hmSJbCkdAz6H6hZ2dNF88F=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Sunday,Open 24 hours|Monday,Open 24 hours|Tuesday,Open 24 hours|Wednesday,Open 24 hours|Thursday,Open 24 hours|Friday,Open 24 hours|Saturday,Open 24 hours",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",ChIJz1d4LiyvB4gRwIMYtR3Zyn4,0x8807af2c2e7857cf:0x7ecad91db51883c0,vca-veterinary-emergency-service-veterinary-specialty-center-west,,,24/7 Emergency,
"Verona Veterinary Medical Service, S.C.",http://veronavetmed.com/,+1 608-845-6512,"655 Half Mile Rd, Verona, WI 53593",Verona,53593,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.987096,-89.5477743,4.7,113,"https://search.google.com/local/reviews?placeid=ChIJcey-V3iwB4gRvDvpSVKu2SI&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkG5tgY4kizrZoVIEyQt9KdeCR2zrMxEC-Lm6FnDig-zf4jjK9SiCJBlJZEFxTWpY9TGdpBtmXvCbnr3yDNFMXLjCpmTrZdIgLkYgD4_AZpdN1CM_WIpseB2LKcRjqgfxgdHuW=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7AM-6PM"",""Monday"":""7AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7AM-6PM"",""Saturday"":""8AM-12PM"",""Thursday"":""7AM-12:30PM,1:30-6PM"",""Wednesday"":""7AM-6PM""}","Sunday,|Monday,7AM,6PM|Tuesday,7AM,6PM|Wednesday,7AM,6PM|Thursday,7AM,12:30PM,1:30,6PM|Friday,7AM,6PM|Saturday,8AM,12PM","Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-12:30PM,1:30-6PM|Friday:7AM-6PM|Saturday:8AM-12PM|Sunday:Closed",,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Parking"": {""On-site parking"": true}}",ChIJcey-V3iwB4gRvDvpSVKu2SI,0x8807b07857beec71:0x22d9ae5249e93bbc,verona-veterinary-medical-service-sc,,,General Practice,
Veterinary Emergency Group,https://www.veterinaryemergencygroup.com/,+1 608-716-3255,"7456 Mineral Point Rd, Madison, WI 53717",Madison,53717,Wisconsin,Emergency/Urgent Care,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.061078,-89.5122813,4.8,275,"https://search.google.com/local/reviews?placeid=ChIJxzNd-Q6vB4gRLtleU8q8JOI&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqN-TFt7FH3rao8sVen65SsjofsQMgUBnTAJbl0RHBTp7d6TrMqxDDYhcJRxgCdNnVWcLeytvtmrG1lDGR8Tni7hzt77CvD4s5n-TAPy6uS2ePBjTWq1_pqseERMPDr01QIShchOGs4LnSX=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Sunday,Open 24 hours|Monday,Open 24 hours|Tuesday,Open 24 hours|Wednesday,Open 24 hours|Thursday,Open 24 hours|Friday,Open 24 hours|Saturday,Open 24 hours",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",ChIJxzNd-Q6vB4gRLtleU8q8JOI,0x8807af0ef95d33c7:0xe224bcca535ed92e,veterinary-emergency-group,,,24/7 Emergency,
Village Animal Clinic,http://www.villageanimalclinic.org/,+1 608-835-7007,"270 W Netherwood Rd, Oregon, WI 53575",Oregon,53575,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.935802,-89.3866653,4.8,127,"https://search.google.com/local/reviews?placeid=ChIJbVsCeFlLBogRju3_FASQ4TU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-YHv3YmYnyhWNT8_AYD4YAkHJgUc1hCv7dbAKr57jbb42jPkYSLQmylCnJJtxD26yzeTcm7nlYg5igKZtwx9VHi0K4v3pN5lAJxABz1OSJ3pjwu3D3RL2XLeEhCFPRH-efgBJ9w=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,8AM,5:30PM|Friday,8AM,5:30PM|Saturday,8AM,12PM",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJbVsCeFlLBogRju3_FASQ4TU,0x88064b5978025b6d:0x35e1900414ffed8e,village-animal-clinic,,,General Practice,
VIP Petcare Vaccination Clinic,https://locations.vippetcare.com/wi/madison/2202-s.-stoughton-rd./4615/?utm_source=gbp,+1 800-427-7973,"2202 S Stoughton Rd, Madison, WI 53716",Madison,53716,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.065652,-89.3109082,,,,https://lh3.googleusercontent.com/p/AF1QipNyddi8ZkWEhiQYFA42VmO9P8fObFMMZHnymQTD=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNyddi8ZkWEhiQYFA42VmO9P8fObFMMZHnymQTD=w800-h500-k-no,"{""Friday"":""Closed"",""Monday"":""Closed"",""Sunday"":""1-2:30PM"",""Tuesday"":""Closed"",""Saturday"":""Closed"",""Thursday"":""Closed"",""Wednesday"":""Closed""}","Sunday,1,2:30PM|Monday,|Tuesday,|Wednesday,|Thursday,|Friday,|Saturday,",Monday:Closed|Tuesday:Closed|Wednesday:Closed|Thursday:Closed|Friday:Closed|Saturday:Closed|Sunday:1-2:30PM,,{},ChIJ_UJujJlRBogRVxMhE6_VBq8,0x880651998c6e42fd:0xaf06d5af13211357,vip-petcare-vaccination-clinic,,,General Practice,
Waunakee Veterinary Clinic,https://waunakeevetclinic.com/,+1 608-849-4432,"1004 Quinn Dr, Waunakee, WI 53597",Waunakee,53597,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.179589,-89.431291,4.8,336,"https://search.google.com/local/reviews?placeid=ChIJmV6osXsAB4gRM7KurI2WDWw&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMz0Mxoc84XEa4bDoxOndLcvMCEXhDgXV6BoSfc=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMz0Mxoc84XEa4bDoxOndLcvMCEXhDgXV6BoSfc=w800-h500-k-no,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,6PM|Wednesday,8AM,5PM|Thursday,8AM,6PM|Friday,8AM,5PM|Saturday,8AM,12PM",Monday:8AM-5PM|Tuesday:8AM-6PM|Wednesday:8AM-5PM|Thursday:8AM-6PM|Friday:8AM-5PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJmV6osXsAB4gRM7KurI2WDWw,0x8807007bb1a85e99:0x6c0d968dacaeb233,waunakee-veterinary-clinic,,,General Practice,
West Towne Veterinary Center,http://westtownevet.com/,+1 608-828-3737,"6605 Mineral Point Rd, Madison, WI 53705",Madison,53705,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.060395,-89.4956861,4.6,75,"https://search.google.com/local/reviews?placeid=ChIJ7YGCWfSuB4gRUf2EviVSV2s&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5-Iz9YErZnUkHr35HM_4U33BGOxwnDG5-ijKlIElRDf4nEKP_UWsybGxzUEmTpbJt0H1ElecTF_ClZKGysGpBFn-8JHVbYTBobYdWn4wZgsOfycpoclqux3MokJ77yH9ReD7J1A=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""9AM-5PM"",""Monday"":""9AM-2PM"",""Sunday"":""Closed"",""Tuesday"":""9AM-5PM"",""Saturday"":""Closed"",""Thursday"":""9AM-5PM"",""Wednesday"":""9AM-5PM""}","Sunday,|Monday,9AM,2PM|Tuesday,9AM,5PM|Wednesday,9AM,5PM|Thursday,9AM,5PM|Friday,9AM,5PM|Saturday,",Monday:9AM-2PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ7YGCWfSuB4gRUf2EviVSV2s,0x8807aef4598281ed:0x6b575225be84fd51,west-towne-veterinary-center,,,General Practice,
Whole Pet Veterinary Clinic,http://www.wholepetclinic.com/,+1 608-270-1070,"1222 S Park St, Madison, WI 53715",Madison,53715,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.053167,-89.3962958,4.8,201,"https://search.google.com/local/reviews?placeid=ChIJ4-6NhNSsB4gRaQMxSR1somY&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipO4xbg3IT_o9Swi_yYouY3dDbmVxWdjGWYr7TSd=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipO4xbg3IT_o9Swi_yYouY3dDbmVxWdjGWYr7TSd=w800-h500-k-no,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-6PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,6PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,6PM|Friday,7:30AM,5:30PM|Saturday,",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ4-6NhNSsB4gRaQMxSR1somY,0x8807acd4848deee3:0x66a26c1d49310369,whole-pet-veterinary-clinic,,,General Practice,
WisCARES,http://wiscares.wisc.edu/,+1 608-262-3950,"1402 Emil St, Madison, WI 53713",Madison,53713,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.03684,-89.4068379,4.7,194,"https://search.google.com/local/reviews?placeid=ChIJuewJGEitB4gRSnTlDKsFtR0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOuT6GRty_8K9MNVP3cL2RMbDDGLcSL-YNEmnw4=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOuT6GRty_8K9MNVP3cL2RMbDDGLcSL-YNEmnw4=w800-h500-k-no,"{""Friday"":""9AM-4PM"",""Monday"":""Closed"",""Sunday"":""Closed"",""Tuesday"":""9AM-4PM"",""Saturday"":""Closed"",""Thursday"":""9AM-12PM"",""Wednesday"":""9AM-4PM""}","Sunday,|Monday,|Tuesday,9AM,4PM|Wednesday,9AM,4PM|Thursday,9AM,12PM|Friday,9AM,4PM|Saturday,",Monday:Closed|Tuesday:9AM-4PM|Wednesday:9AM-4PM|Thursday:9AM-12PM|Friday:9AM-4PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Gender-neutral restroom"": true}}",ChIJuewJGEitB4gRSnTlDKsFtR0,0x8807ad481809ecb9:0x1db505ab0ce5744a,wiscares,,,General Practice,
Wisconsin Community Veterinary Center,http://www.wicvc.org/,+1 608-224-1400,"4475 Robertson Rd, Madison, WI 53714",Madison,53714,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09111,-89.3083221,4.2,1171,"https://search.google.com/local/reviews?placeid=ChIJG9jf9UtRBogRTiXJ2hctiuA&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMaRFSBwfjHyxaO80pPNDuZH2zwsuk0ffMlP3kh=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMaRFSBwfjHyxaO80pPNDuZH2zwsuk0ffMlP3kh=w800-h500-k-no,"{""Friday"":""8AM-4PM"",""Monday"":""7AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7AM-6PM"",""Wednesday"":""7AM-6PM""}","Sunday,|Monday,7AM,6PM|Tuesday,7AM,6PM|Wednesday,7AM,6PM|Thursday,7AM,6PM|Friday,8AM,4PM|Saturday,",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJG9jf9UtRBogRTiXJ2hctiuA,0x8806514bf5dfd81b:0xe08a2d17dac9254e,wisconsin-community-veterinary-center,,,General Practice,
